,Track name,artists,genre,Likes
7780,Big Love,Fleetwood Mac,Pop,DISLIKE
7781,Little Lies,Fleetwood Mac,Pop,DISLIKE
7782,Last Date,Floyd Cramer,Pop,DISLIKE
7783,On The Rebound,Floyd Cramer,Pop,DISLIKE
7784,San Antonio Rose,Floyd Cramer,Pop,DISLIKE
7785,Hocus Pocus,Focus,Pop,DISLIKE
7786,Rescue Me,Fontella Bass,Pop,DISLIKE
7787,Tender Love,Force MDs,Pop,DISLIKE
7788,Cold As Ice,Foreigner,Pop,DISLIKE
7789,Feels Like The First Time,Foreigner,Pop,DISLIKE
7790,Double Vision,Foreigner,Pop,DISLIKE
7791,Hot Blooded,Foreigner,Pop,DISLIKE
7792,Head Games,Foreigner,Pop,DISLIKE
7793,Urgent,Foreigner,Pop,DISLIKE
7794,Waiting For A Girl Like You,Foreigner,Pop,DISLIKE
7795,I Want To Know What Love Is,Foreigner,Pop,DISLIKE
7796,I Don’t Want To Live Without You,Foreigner,Pop,DISLIKE
7797,Say You Will,Foreigner,Pop,DISLIKE
7798,Who Loves You,Four Seasons,Pop,DISLIKE
7799,I Can’t Help Myself (SUGAR Pie Honey Bunch),Four Tops,Pop,DISLIKE
7800,It’s The Same Old Song,Four Tops,Pop,DISLIKE
7801,Reach Out I’ll Be There,Four Tops,Pop,DISLIKE
7802,When She Was My Girl,Four Tops,Pop,DISLIKE
7803,Get Off,Foxy,Pop,DISLIKE
7804,I’ll Be,Foxy Brown featuring Jay-Z,Pop,DISLIKE
7805,Somethin’ Stupid,Frank & Nancy Sinatra,Pop,DISLIKE
7806,Ebb Tide,Frank Chacksfield and His Orchestra,Pop,DISLIKE
7807,I Remember You,Frank Ifield,Pop,DISLIKE
7808,Music Box Dancer,Frank Mills,Pop,DISLIKE
7809,Strangers In The Night,Frank Sinatra,Pop,DISLIKE
7810,That’s Life,Frank Sinatra,Pop,DISLIKE
7811,Far From Over,Frank Stallone,Pop,DISLIKE
7812,Sweetheart,Franke and the Knockouts,Pop,DISLIKE
7813,Why,Frankie Avalon,Pop,DISLIKE
7814,Sea Cruise,Frankie Ford,Pop,DISLIKE
7815,Why Do Fools Fall in Love,Frankie Lymon & The Teenagers,Pop,DISLIKE
7816,Can’t Take My Eyes Off You,Frankie Valli,Pop,DISLIKE
7817,My Eyes Adored You,Frankie Valli,Pop,DISLIKE
7818,Swearin’ To God,Frankie Valli,Pop,DISLIKE
7819,Grease,Frankie Valli,Pop,DISLIKE
7820,Da’ Dip,Freak Nasty,Pop,DISLIKE
7821,Band Of Gold,Freda Payne,Pop,DISLIKE
7822,Bring The Boys Home,Freda Payne,Pop,DISLIKE
7823,I’m Telling You Now,Freddie and the Dreamers,Pop,DISLIKE
7824,Way Down Yonder In New Orleans,Freddy Cannon,Pop,DISLIKE
7825,Palisades Park,Freddy Cannon,Pop,DISLIKE
7826,Before The Next Teardrop Falls,Freddy Fender,Pop,DISLIKE
7827,Wasted Days And Wasted Nights,Freddy Fender,Pop,DISLIKE
7828,All Right Now,Free,Pop,DISLIKE
7829,I Know There’s Something Going On,Frida,Pop,DISLIKE
7830,Reach Out Of The Darkness,Friend & Lover,Pop,DISLIKE
7831,The House Of The Rising Sun,Frijid Pink,Pop,DISLIKE
7832,We’ll Sing In The Sunshine,Gale Garnett,Pop,DISLIKE
7833,Nice To Be With You,Gallery,Pop,DISLIKE
7834,All I Know,Garfunkel,Pop,DISLIKE
7835,Cry Baby,Garnet Mimms & and the Enchanters,Pop,DISLIKE
7836,Look For A Star,Garry Miles,Pop,DISLIKE
7837,Lost In You,Garth Brooks as Chris Gaines,Pop,DISLIKE
7838,Rock And Roll (PART 2),Gary Glitter,Pop,DISLIKE
7839,Count Me In,Gary Lewis & the Playboys,Pop,DISLIKE
7840,Save Your Heart For Me,Gary Lewis & the Playboys,Pop,DISLIKE
7841,This Diamond Ring,Gary Lewis & the Playboys,Pop,DISLIKE
7842,Green Grass,Gary Lewis & The Playboys,Pop,DISLIKE
7843,She’s Just My Style,Gary Lewis & The Playboys,Pop,DISLIKE
7844,Everybody Loves A Clown,Gary Lewis and the Playboys,Pop,DISLIKE
7845,Cars,Gary Numan,Pop,DISLIKE
7846,Lady Willpower,Gary Puckett & The Union Gap,Pop,DISLIKE
7847,Over You,Gary Puckett & The Union Gap,Pop,DISLIKE
7848,"Woman,Woman",Gary Puckett & The Union Gap,Pop,DISLIKE
7849,Young Girl,Gary Puckett & The Union Gap,Pop,DISLIKE
7850,This Girl Is A Woman Now,Gary Puckett & The Union Gap,Pop,DISLIKE
7851,Quarter To Three,Gary U.S. Bonds,Pop,DISLIKE
7852,School Is Out,Gary U.S. Bonds,Pop,DISLIKE
7853,Dear Lady Twist,Gary U.S. Bonds,Pop,DISLIKE
7854,"Twist,Twist,Señora",Gary U.S. Bonds,Pop,DISLIKE
7855,This Little Girl,Gary U.S. Bonds,Pop,DISLIKE
7856,Dream Weaver,Gary Wright,Pop,DISLIKE
7857,Love Is Alive,Gary Wright,Pop,DISLIKE
7858,Duke Of Earl,Gene Chandler,Pop,DISLIKE
7859,A Hundred Pounds Of Clay,Gene McDaniels,Pop,DISLIKE
7860,(THE Man Who Shot) Liberty Valance,Gene Pitney,Pop,DISLIKE
7861,Only Love Can Break A Heart,Gene Pitney,Pop,DISLIKE
7862,Town Without Pity,Gene Pitney,Pop,DISLIKE
7863,It Hurts To Be In Love,Gene Pitney,Pop,DISLIKE
7864,Be-Bop-A-Lula,Gene Vincent,Pop,DISLIKE
7865,I’ll Take You There,General Public,Pop,DISLIKE
7866,That’s All,Genesis,Pop,DISLIKE
7867,Invisible Touch,Genesis,Pop,DISLIKE
7868,Throwing It All Away,Genesis,Pop,DISLIKE
7869,In Too Deep,Genesis,Pop,DISLIKE
7870,Land Of Confusion,Genesis,Pop,DISLIKE
7871,"Tonight,Tonight,Tonight",Genesis,Pop,DISLIKE
7872,Hold On My Heart,Genesis,Pop,DISLIKE
7873,I Can’t Dance,Genesis,Pop,DISLIKE
7874,No Son Of Mine,Genesis,Pop,DISLIKE
7875,This Masquerade,George Benson,Pop,DISLIKE
7876,Give Me The Night,George Benson,Pop,DISLIKE
7877,Give Me Love (GIVE Me Peace On Earth),George Harrison,Pop,DISLIKE
7878,All Those Years Ago,George Harrison,Pop,DISLIKE
7879,Got My Mind Set On You,George Harrison,Pop,DISLIKE
7880,Rock Your Baby,George McCrae,Pop,DISLIKE
7881,A Different Corner,George Michael,Pop,DISLIKE
7882,I Want Your Sex,George Michael,Pop,DISLIKE
7883,Faith,George Michael,Pop,DISLIKE
7884,Father Figure,George Michael,Pop,DISLIKE
7885,Monkey,George Michael,Pop,DISLIKE
7886,One More Try,George Michael,Pop,DISLIKE
7887,Praying For Time,George Michael,Pop,DISLIKE
7888,Freedom 90,George Michael,Pop,DISLIKE
7889,Too Funky,George Michael,Pop,DISLIKE
7890,Fastlove,George Michael,Pop,DISLIKE
7891,Jesus To A Child,George Michael,Pop,DISLIKE
7892,Don’t Let The Sun Go Down On Me,George Michael and Elton John,Pop,DISLIKE
7893,Keep Your Hands To Yourself,Georgia Satellites,Pop,DISLIKE
7894,The Ballad Of Bonnie And Clyde,Georgie Fame,Pop,DISLIKE
7895,Thinkin’ Bout It,Gerald Levert,Pop,DISLIKE
7896,Taking Everything,Gerald Levert,Pop,DISLIKE
7897,Rico Suave,Gerardo,Pop,DISLIKE
7898,Don’t Let The Sun Catch You Crying,Gerry and the Pacemakers,Pop,DISLIKE
7899,How Do You Do It?,Gerry and the Pacemakers,Pop,DISLIKE
7900,Ferry Cross The Mersey,Gerry and the Pacemakers,Pop,DISLIKE
7901,Baker Street,Gerry Rafferty,Pop,DISLIKE
7902,Right Down The Line,Gerry Rafferty,Pop,DISLIKE
7903,Alone Again (NATURALLY),Gilbert O’Sullivan,Pop,DISLIKE
7904,Clair,Gilbert O’Sullivan,Pop,DISLIKE
7905,Get Down,Gilbert O’Sullivan,Pop,DISLIKE
7906,Ooh Aah… Just A Little Bit,Gina G,Pop,DISLIKE
7907,I Just Wanna Stop,Gino Vannelli,Pop,DISLIKE
7908,Living Inside Myself,Gino Vannelli,Pop,DISLIKE
7909,Pony,Ginuwine,Pop,DISLIKE
7910,So Anxious,Ginuwine,Pop,DISLIKE
7911,I Heard It Through The Grapevine,Gladys Knight & the Pips,Pop,DISLIKE
7912,If I Were Your Woman,Gladys Knight & the Pips,Pop,DISLIKE
7913,Midnight Train To Georgia,Gladys Knight & the Pips,Pop,DISLIKE
7914,Neither One Of Us (WANTS To Be The First To Say Goodbye),Gladys Knight & the Pips,Pop,DISLIKE
7915,Best Thing That Ever Happened To Me,Gladys Knight & the Pips,Pop,DISLIKE
7916,I’ve Got To Use My Imagination,Gladys Knight & the Pips,Pop,DISLIKE
7917,On And On,Gladys Knight & the Pips,Pop,DISLIKE
7918,The Way We Were/Try To Remember,Gladys Knight & the Pips,Pop,DISLIKE
7919,Don’t Forget Me (WHEN I’m Gone),Glass Tiger,Pop,DISLIKE
7920,Someday,Glass Tiger,Pop,DISLIKE
7921,Witchita Lineman,Glen Campbell,Pop,DISLIKE
7922,Country Boy (YOU Got Your Feet In L.A.),Glen Campbell,Pop,DISLIKE
7923,Smuggler’s Blues,Glenn Frey,Pop,DISLIKE
7924,The Heat Is On,Glenn Frey,Pop,DISLIKE
7925,You Belong To The City,Glenn Frey,Pop,DISLIKE
7926,Nothing’s Gonna Change My Love For You,Glenn Medeiros,Pop,DISLIKE
7927,She Ain’t Worth It,Glenn Medeiros and Bobby Brown,Pop,DISLIKE
7928,Baby The Rain Must Fall,Glenn Yarbrough,Pop,DISLIKE
7929,Don’t Wanna Lose You,Gloria Estefan,Pop,DISLIKE
7930,Here We Are,Gloria Estefan,Pop,DISLIKE
7931,Coming Out Of The Dark,Gloria Estefan,Pop,DISLIKE
7932,Turn The Beat Around,Gloria Estefan,Pop,DISLIKE
7933,Rhythm Is Gonna Get You,Gloria Estefan and Miami Sound Machine,Pop,DISLIKE
7934,1-2-3,Gloria Estefan and Miami Sound Machine,Pop,DISLIKE
7935,Anything For You,Gloria Estefan and Miami Sound Machine,Pop,DISLIKE
7936,Can’t Stay Away From You,Gloria Estefan and Miami Sound Machine,Pop,DISLIKE
7937,Never Can Say Goodbye,Gloria Gaynor,Pop,DISLIKE
7938,I Will Survive,Gloria Gaynor,Pop,DISLIKE
7939,Friends And Lovers,Gloria Loring and Carl Anderson,Pop,DISLIKE
7940,King Of Wishful Thinking,Go West,Pop,DISLIKE
7941,Faithful,Go West,Pop,DISLIKE
7942,Twilight Zone,Golden Earring,Pop,DISLIKE
7943,Betcha,"GOLLY,WOW",Pop,DISLIKE
7944,Name,Goo Goo Dolls,Pop,DISLIKE
7945,Black Balloon,Goo Goo Dolls,Pop,DISLIKE
7946,Iris,Goo Goo Dolls,Pop,DISLIKE
7947,Slide,Goo Goo Dolls,Pop,DISLIKE
7948,If You Could Read My Mind,Gordon Lightfoot,Pop,DISLIKE
7949,Sundown,Gordon Lightfoot,Pop,DISLIKE
7950,The Wreck Of The Edmund Fitzgerald (#2*),Gordon Lightfoot,Pop,DISLIKE
7951,Disco Nights (ROCK-FREAK),GQ,Pop,DISLIKE
7952,Bad Time,Grand Funk,Pop,DISLIKE
7953,We’re An American Band,Grand Funk Railroad,Pop,DISLIKE
7954,The Loco-Motion,Grand Funk Railroad,Pop,DISLIKE
7955,Some Kind Of Wonderful,Grand Funk Railroad,Pop,DISLIKE
7956,Sooner Or Later,Grass Roots,Pop,DISLIKE
7957,Temptation Eyes,Grass Roots,Pop,DISLIKE
7958,"Once Bitten,Twice Shy",Great White,Pop,DISLIKE
7959,Three Little Pigs,Green Jellÿ,Pop,DISLIKE
7960,Goin’ Down,Greg Guidry,Pop,DISLIKE
7961,Shake You Down,Gregory Abbott,Pop,DISLIKE
7962,Tell Me,Groove Theory,Pop,DISLIKE
7963,Just The Two Of Us,"Grover Washington,Jr. & Bill Withers",Pop,DISLIKE
7964,Sweet Child O’ Mine,Guns N’ Roses,Pop,DISLIKE
7965,Paradise City,Guns N’ Roses,Pop,DISLIKE
7966,Patience,Guns N’ Roses,Pop,DISLIKE
7967,Welcome To The Jungle,Guns N’ Roses,Pop,DISLIKE
7968,Don’t Cry,Guns N’ Roses,Pop,DISLIKE
7969,November Rain,Guns N’ Roses,Pop,DISLIKE
7970,Heartaches By The Numbers,Guy Mitchell,Pop,DISLIKE
7971,Knockin’ Da Boots,H-Town,Pop,DISLIKE
7972,What Is Love,Haddaway,Pop,DISLIKE
7973,Sara Smile,Hall & Oates,Pop,DISLIKE
7974,She’s Gone,Hall & Oates,Pop,DISLIKE
7975,Don’t Pull Your Love,"Hamilton,Joe Frank & Reynolds",Pop,DISLIKE
7976,Fallin’ In Love,"Hamilton,Joe Frank & Reynolds",Pop,DISLIKE
7977,2 Legit 2 Quit,Hammer,Pop,DISLIKE
7978,Addams Groove,Hammer,Pop,DISLIKE
7979,Finger Poppin’ Time,Hank Ballard and The Midnighters,Pop,DISLIKE
7980,"Please Help Me,I’m Falling",Hank Locklin,Pop,DISLIKE
7981,Mmmbop,Hanson,Pop,DISLIKE
7982,I Will Come To You,Hanson,Pop,DISLIKE
7983,Axel F,Harold Faltermeyer,Pop,DISLIKE
7984,Wake Up Everybody,Harold Melvin & the Blue Notes,Pop,DISLIKE
7985,Cat’s In The Cradle,Harry Chapin,Pop,DISLIKE
7986,Everybody’s Talkin’,Harry Nilsson,Pop,DISLIKE
7987,Coconut,Harry Nilsson,Pop,DISLIKE
7988,Without You,Harry Nilsson,Pop,DISLIKE
7989,Let’s Get Together,Hayley Mills,Pop,DISLIKE
7990,Magic Man,Heart,Pop,DISLIKE
7991,Barracuda,Heart,Pop,DISLIKE
7992,Tell It Like It Is,Heart,Pop,DISLIKE
7993,What About Love,Heart,Pop,DISLIKE
7994,These Dreams,Heart,Pop,DISLIKE
7995,Alone,Heart,Pop,DISLIKE
7996,Who Will You Run To,Heart,Pop,DISLIKE
7997,All I Wanna Do Is Make Love To You,Heart,Pop,DISLIKE
7998,Big Daddy,Heavy D,Pop,DISLIKE
7999,Now That We Found Love,Heavy D & the Boyz,Pop,DISLIKE
8000,Got Me Waiting,Heavy D & the Boyz,Pop,DISLIKE
8001,I Don’t Know How To Love Him,Helen Reddy,Pop,DISLIKE
8002,Delta Dawn,Helen Reddy,Pop,DISLIKE
8003,I Am Woman,Helen Reddy,Pop,DISLIKE
8004,Leave Me Alone (RUBY Red Dress),Helen Reddy,Pop,DISLIKE
8005,You And Me Against The World,Helen Reddy,Pop,DISLIKE
8006,Ain’t No Way To Treat A Lady,Helen Reddy,Pop,DISLIKE
8007,Angie Baby,Helen Reddy,Pop,DISLIKE
8008,Shannon,Henry Gross,Pop,DISLIKE
8009,Moon River,Henry Mancini,Pop,DISLIKE
8010,Love Theme From “ROMEO And Juliet”,Henry Mancini,Pop,DISLIKE
8011,This Guy’s In Love With You,Herb Alpert,Pop,DISLIKE
8012,Rise,Herb Alpert,Pop,DISLIKE
8013,Diamonds,Herb Alpert,Pop,DISLIKE
8014,A Taste Of Honey,Herb Alpert and the Tijuana Brass,Pop,DISLIKE
8015,Can’t You Hear My Heart Beat,Herman’s Hermits,Pop,DISLIKE
8016,"I’m Henry The Eighth,I Am",Herman’s Hermits,Pop,DISLIKE
8017,"Mrs. Brown,You’ve Got A Lovely Daughter",Herman’s Hermits,Pop,DISLIKE
8018,Silhouettes,Herman’s Hermits,Pop,DISLIKE
8019,Wonderful World,Herman’s Hermits,Pop,DISLIKE
8020,A Must To Avoid,Herman’s Hermits,Pop,DISLIKE
8021,Dandy,Herman’s Hermits,Pop,DISLIKE
8022,Listen People,Herman’s Hermits,Pop,DISLIKE
8023,There’s A Kind Of Hush,Herman’s Hermits,Pop,DISLIKE
8024,I Can’t Wait Another Minute,Hi-Five,Pop,DISLIKE
8025,I Like The Way (THE Kissing Game),Hi-Five,Pop,DISLIKE
8026,She’s Playing Hard To Get,Hi-Five,Pop,DISLIKE
8027,You Can’t Turn Me Off (IN The Middle Of Turning Me On),High Inergy,Pop,DISLIKE
8028,Stick-Up,Honey Cone,Pop,DISLIKE
8029,Hold My Hand,Hootie & the Blowfish,Pop,DISLIKE
8030,Let Her Cry,Hootie & the Blowfish,Pop,DISLIKE
8031,Old Man And Me (WHEN I Get To Heaven),Hootie & the Blowfish,Pop,DISLIKE
8032,Only Wanna Be With You,Hootie & the Blowfish,Pop,DISLIKE
8033,Time,Hootie & the Blowfish,Pop,DISLIKE
8034,Angel In Your Arms,Hot,Pop,DISLIKE
8035,Popcorn,Hot Butter,Pop,DISLIKE
8036,Emma,Hot Chocolate,Pop,DISLIKE
8037,You Sexy Thing,Hot Chocolate,Pop,DISLIKE
8038,Every 1’S A Winner,Hot Chocolate,Pop,DISLIKE
8039,Jump Around,House of Pain,Pop,DISLIKE
8040,Things Can Only Get Better,Howard Jones,Pop,DISLIKE
8041,No One Is To Blame,Howard Jones,Pop,DISLIKE
8042,Do You Believe In Love,Huey Lewis and the News,Pop,DISLIKE
8043,I Want A New Drug,Huey Lewis and the News,Pop,DISLIKE
8044,If This Is It,Huey Lewis and the News,Pop,DISLIKE
8045,The Heart Of Rock & Roll,Huey Lewis and the News,Pop,DISLIKE
8046,The Power Of Love,Huey Lewis and the News,Pop,DISLIKE
8047,Stuck With You,Huey Lewis and the News,Pop,DISLIKE
8048,Doing It All For My Baby,Huey Lewis and the News,Pop,DISLIKE
8049,Jacob’s Ladder,Huey Lewis and the News,Pop,DISLIKE
8050,Perfect World,Huey Lewis and the News,Pop,DISLIKE
8051,Grazing In The Grass,Hugh Masekela,Pop,DISLIKE
8052,"The Good,The Bad And The Ugly",Hugo Montenegro,Pop,DISLIKE
8053,Don’t You Want Me,Human League,Pop,DISLIKE
8054,(KEEP Feeling) Fascination,Human League,Pop,DISLIKE
8055,"Oh,Babe,What Would You Say?",Hurricane Smith,Pop,DISLIKE
8056,Shake It,Ian Matthews,Pop,DISLIKE
8057,You Turn Me On,Ian Whitcomb,Pop,DISLIKE
8058,Electric Blue,Icehouse,Pop,DISLIKE
8059,Get Gone,Ideal,Pop,DISLIKE
8060,Proud Mary,Ike & Tina Turner,Pop,DISLIKE
8061,Never Lie,Immature,Pop,DISLIKE
8062,Constantly,Immature,Pop,DISLIKE
8063,Mockingbird,Inez & Charlie Foxx,Pop,DISLIKE
8064,What’s On Your Mind (PURE Energy),Information Society,Pop,DISLIKE
8065,Walking Away,Information Society,Pop,DISLIKE
8066,Here Comes The Hotstepper,Ini Kamoze,Pop,DISLIKE
8067,Bad Boys,Inner Circle,Pop,DISLIKE
8068,Sweat (A La La La La Long),Inner Circle,Pop,DISLIKE
8069,Time After Time,INOJ,Pop,DISLIKE
8070,What You Need,INXS,Pop,DISLIKE
8071,Devil Inside,INXS,Pop,DISLIKE
8072,Need You Tonight,INXS,Pop,DISLIKE
8073,Never Tear Us Apart,INXS,Pop,DISLIKE
8074,New Sensation,INXS,Pop,DISLIKE
8075,Disappear,INXS,Pop,DISLIKE
8076,Fame,Irene Cara,Pop,DISLIKE
8077,Flashdance… What A Feeling,Irene Cara,Pop,DISLIKE
8078,Breakdance,Irene Cara,Pop,DISLIKE
8079,Theme From Shaft,Isaac Hayes,Pop,DISLIKE
8080,Last Kiss,J. Frank Wilson & the Cavaliers,Pop,DISLIKE
8081,Centerfold,J. Geils Band,Pop,DISLIKE
8082,Freeze-Frame,J. Geils Band,Pop,DISLIKE
8083,You’re Only Lonely,J.D. Souther,Pop,DISLIKE
8084,Burning Bridges,Jack Scott,Pop,DISLIKE
8085,What In The World’s Come Over You,Jack Scott,Pop,DISLIKE
8086,All I Need,Jack Wagner,Pop,DISLIKE
8087,What The World Needs Now Is Love,Jackie DeShannon,Pop,DISLIKE
8088,Put A Little Love In Your Heart,Jackie DeShannon,Pop,DISLIKE
8089,The Duck,Jackie Lee,Pop,DISLIKE
8090,Night,Jackie Wilson,Pop,DISLIKE
8091,(YOUR Love Keeps Lifting Me) Higher And Higher,Jackie Wilson,Pop,DISLIKE
8092,Sugar Daddy,Jackson 5,Pop,DISLIKE
8093,Doctor My Eyes,Jackson Browne,Pop,DISLIKE
8094,Running On Empty,Jackson Browne,Pop,DISLIKE
8095,Somebody’s Baby,Jackson Browne,Pop,DISLIKE
8096,Lawyers In Love,Jackson Browne,Pop,DISLIKE
8097,I Wanna Love You,Jade,Pop,DISLIKE
8098,Don’t Walk Away,Jade,Pop,DISLIKE
8099,Every Day Of The Week,Jade,Pop,DISLIKE
8100,Papa’s Got A Brand New Bag,James Brown,Pop,DISLIKE
8101,I Got You (I Feel Good),James Brown,Pop,DISLIKE
8102,It’s A Man’s Man’s Man’s World,James Brown,Pop,DISLIKE
8103,Cold Sweat,James Brown,Pop,DISLIKE
8104,I Got The Feelin’,James Brown,Pop,DISLIKE
8105,Say It Loud – I’m Black And I’m Proud,James Brown,Pop,DISLIKE
8106,Mother Popcorn,James Brown,Pop,DISLIKE
8107,Living In America,James Brown,Pop,DISLIKE
8108,Goodbye Cruel World,James Darren,Pop,DISLIKE
8109,Her Royal Majesty,James Darren,Pop,DISLIKE
8110,I Don’t Have The Heart,James Ingram,Pop,DISLIKE
8111,Fire And Rain,James Taylor,Pop,DISLIKE
8112,You’ve Got A Friend,James Taylor,Pop,DISLIKE
8113,How Sweet It Is (To Be Loved by You),James Taylor,Pop,DISLIKE
8114,Handy Man,James Taylor,Pop,DISLIKE
8115,Her Town Too,James Taylor & J.D. Souther,Pop,DISLIKE
8116,Hold On,Jamie Walters,Pop,DISLIKE
8117,Surf City,Jan & Dean,Pop,DISLIKE
8118,Dead Man’s Curve,Jan and Dean,Pop,DISLIKE
8119,Drag City,Jan and Dean,Pop,DISLIKE
8120,The Little Old Lady From Pasadena,Jan and Dean,Pop,DISLIKE
8121,Miami Vice Theme,Jan Hammer,Pop,DISLIKE
8122,Don’t Wanna Fall In Love,Jane Child,Pop,DISLIKE
8123,Rush Hour,Jane Wiedlin,Pop,DISLIKE
8124,Together Again,Janet,Pop,DISLIKE
8125,What Have You Done For Me Lately,Janet Jackson,Pop,DISLIKE
8126,When I Think Of You,Janet Jackson,Pop,DISLIKE
8127,Let’s Wait Awhile,Janet Jackson,Pop,DISLIKE
8128,Miss You Much,Janet Jackson,Pop,DISLIKE
8129,Alright,Janet Jackson,Pop,DISLIKE
8130,Come Back To Me,Janet Jackson,Pop,DISLIKE
8131,Love Will Never Do (WITHOUT You),Janet Jackson,Pop,DISLIKE
8132,Again,Janet Jackson,Pop,DISLIKE
8133,If,Janet Jackson,Pop,DISLIKE
8134,That’s The Way Love Goes,Janet Jackson,Pop,DISLIKE
8135,Because Of Love,Janet Jackson,Pop,DISLIKE
8136,Runaway,Janet Jackson,Pop,DISLIKE
8137,I Get Lonely,Janet Jackson featuring Blackstreet,Pop,DISLIKE
8138,At Seventeen,Janis Ian,Pop,DISLIKE
8139,Me And Bobby Mcgee,Janis Joplin,Pop,DISLIKE
8140,Insensitive,Jann Arden,Pop,DISLIKE
8141,"Apples,Peaches,Pumpkin Pie",Jay & the Techniques,Pop,DISLIKE
8142,She Cried,Jay and the Americans,Pop,DISLIKE
8143,Come A Little Bit Closer (#3*),Jay and the Americans,Pop,DISLIKE
8144,Cara Mia,Jay and the Americans,Pop,DISLIKE
8145,This Magic Moment,Jay and the Americans,Pop,DISLIKE
8146,Thunder Island,Jay Ferguson,Pop,DISLIKE
8147,Can I Get A…,Jay-Z featuring Amil and Ja Rule,Pop,DISLIKE
8148,Mr. Big Stuff,Jean Knight,Pop,DISLIKE
8149,He’ll Have To Stay,Jeanne Black,Pop,DISLIKE
8150,Harper Valley Pta,Jeannie C. Riley,Pop,DISLIKE
8151,Somebody To Love,Jefferson Airplane,Pop,DISLIKE
8152,White Rabbit,Jefferson Airplane,Pop,DISLIKE
8153,Miracles,Jefferson Starship,Pop,DISLIKE
8154,With Your Love,Jefferson Starship,Pop,DISLIKE
8155,Count On Me,Jefferson Starship,Pop,DISLIKE
8156,Jane,Jefferson Starship,Pop,DISLIKE
8157,If You Had My Love,Jennifer Lopez,Pop,DISLIKE
8158,Crush,Jennifer Paige,Pop,DISLIKE
8159,Right Time Of The Night,Jennifer Warnes,Pop,DISLIKE
8160,The Right Kind Of Love,Jeremy Jordan,Pop,DISLIKE
8161,Daddy’s Home,Jermaine Jackson,Pop,DISLIKE
8162,Let’s Get Serious,Jermaine Jackson,Pop,DISLIKE
8163,We Don’t Have To Take Our Clothes Off,Jermaine Stewart,Pop,DISLIKE
8164,He Will Break Your Heart,Jerry Butler,Pop,DISLIKE
8165,Only The Strong Survive,Jerry Butler,Pop,DISLIKE
8166,Great Balls of Fire,Jerry Lee Lewis,Pop,DISLIKE
8167,Whole Lotta Shakin' Goin' On,Jerry Lee Lewis,Pop,DISLIKE
8168,Amos Moses,Jerry Reed,Pop,DISLIKE
8169,"When You’re Hot,You’re Hot",Jerry Reed,Pop,DISLIKE
8170,You,Jesse Powell,Pop,DISLIKE
8171,I’m Not Lisa,Jessi Colter,Pop,DISLIKE
8172,Real Real Real,Jesus Jones,Pop,DISLIKE
8173,"Right Here,Right Now",Jesus Jones,Pop,DISLIKE
8174,Who Will Save Your Soul,Jewel,Pop,DISLIKE
8175,Hands,Jewel,Pop,DISLIKE
8176,The Birds And The Bees,Jewel Akens,Pop,DISLIKE
8177,You Don’t Mess Around With Jim,Jim Croce,Pop,DISLIKE
8178,"Bad,Bad Leroy Brown",Jim Croce,Pop,DISLIKE
8179,I’ll Have To Say I Love You In A Song,Jim Croce,Pop,DISLIKE
8180,Time In A Bottle,Jim Croce,Pop,DISLIKE
8181,He’ll Have To Go,Jim Reeves,Pop,DISLIKE
8182,Spiders And Snakes,Jim Stafford,Pop,DISLIKE
8183,Wildwood Weed,Jim Stafford,Pop,DISLIKE
8184,Margaritaville,Jimmy Buffett,Pop,DISLIKE
8185,A Million To One,Jimmy Charles,Pop,DISLIKE
8186,Go Jimmy Go,Jimmy Clanton,Pop,DISLIKE
8187,Venus In Blue Jeans,Jimmy Clanton,Pop,DISLIKE
8188,I Can See Clearly Now,Jimmy Cliff,Pop,DISLIKE
8189,Big Bad John,Jimmy Dean,Pop,DISLIKE
8190,Pt-109,Jimmy Dean,Pop,DISLIKE
8191,Good Timin’,Jimmy Jones,Pop,DISLIKE
8192,Handy Man,Jimmy Jones,Pop,DISLIKE
8193,Are You Jimmy Ray?,Jimmy Ray,Pop,DISLIKE
8194,What Becomes Of The Brokenhearted,Jimmy Ruffin,Pop,DISLIKE
8195,Hold On To My Love,Jimmy Ruffin,Pop,DISLIKE
8196,If You Wanna Be Happy,Jimmy Soul,Pop,DISLIKE
8197,Swing The Mood,Jive Bunny and the Mastermixers,Pop,DISLIKE
8198,You Belong to Me,Jo Stafford,Pop,DISLIKE
8199,The Night They Drove Old Dixie Down,Joan Baez,Pop,DISLIKE
8200,Crimson And Clover,Joan Jett & The Blackhearts,Pop,DISLIKE
8201,I Love Rock ‘N Roll,Joan Jett & The Blackhearts,Pop,DISLIKE
8202,I Hate Myself For Loving You,Joan Jett and the Blackhearts,Pop,DISLIKE
8203,One Of Us,Joan Osborne,Pop,DISLIKE
8204,Johnny Get Angry,Joanie Sommers,Pop,DISLIKE
8205,Come And Talk To Me,Jodeci,Pop,DISLIKE
8206,Lately,Jodeci,Pop,DISLIKE
8207,Cry For You,Jodeci,Pop,DISLIKE
8208,Freek’n You,Jodeci,Pop,DISLIKE
8209,Looking For A New Love,Jody Watley,Pop,DISLIKE
8210,Don’t You Want Me,Jody Watley,Pop,DISLIKE
8211,Real Love,Jody Watley,Pop,DISLIKE
8212,Everything,Jody Watley,Pop,DISLIKE
8213,Friends,Jody Watley with Eric B. & Rakim,Pop,DISLIKE
